0.625000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.530000	0.598000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.497000	0.505000	0.566000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.499000	0.444000	0.505000	0.453000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.490000	0.456000	0.503000	0.408000	0.380000	0.000000	0.000000	0.000000	0.000000	0.000000
0.481000	0.469000	0.507000	0.435000	0.369000	0.372000	0.000000	0.000000	0.000000	0.000000
0.472000	0.447000	0.474000	0.381000	0.334000	0.318000	0.240000	0.000000	0.000000	0.000000
0.460000	0.470000	0.487000	0.395000	0.342000	0.327000	0.257000	0.314000	0.000000	0.000000
0.439000	0.441000	0.462000	0.389000	0.344000	0.352000	0.274000	0.327000	0.268000	0.000000
0.417000	0.436000	0.446000	0.382000	0.327000	0.359000	0.280000	0.336000	0.280000	0.273000
