0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.095000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.128000	0.093000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.126000	0.154000	0.061000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.135000	0.142000	0.063000	0.045000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.144000	0.129000	0.059000	0.018000	0.011000	0.000000	0.000000	0.000000	0.000000	0.000000
0.153000	0.151000	0.092000	0.072000	0.046000	0.054000	0.000000	0.000000	0.000000	0.000000
0.165000	0.128000	0.079000	0.058000	0.038000	0.045000	-0.017000	0.000000	0.000000	0.000000
0.186000	0.157000	0.104000	0.064000	0.036000	0.020000	-0.017000	-0.013000	0.000000	0.000000
0.208000	0.162000	0.120000	0.071000	0.053000	0.013000	-0.006000	-0.009000	-0.012000	0.000000
